1,40,0,0,0,0
0,0,32,9,16,0
0,1,32,13,16,0
0,0,0,9,16,0
0,1,32,18,16,0
0,0,32,8,16,0
0,1,32,20,16,0
0,0,0,8,16,0
0,1,32,21,16,0
0,0,0,8,16,0
0,1,32,20,16,0
0,0,0,8,16,0
0,1,32,18,16,0
0,0,32,11,16,0
0,1,32,14,16,0
0,0,32,9,16,0
0,1,0,14,16,0
0,0,32,4,16,0
0,1,32,14,16,0
0,0,0,4,16,0
0,1,32,18,16,0
0,0,48,9,16,0
0,1,32,20,16,0
0,0,0,9,16,0
0,1,32,21,16,0
0,0,0,9,16,0
0,1,32,20,16,0
0,0,0,9,16,0
0,1,32,18,16,0
0,0,32,9,16,0
0,1,32,13,16,0
0,0,32,8,16,0
0,1,0,13,16,0
0,0,32,6,16,0
0,1,0,13,16,0
0,0,32,9,16,0
0,1,32,13,16,0
0,0,0,9,16,0
0,1,32,18,16,0
0,0,32,8,16,0
0,1,32,20,16,0
0,0,0,8,16,0
0,1,32,21,16,0
0,0,32,4,16,0
0,1,32,20,16,0
0,0,0,4,16,0
0,1,32,18,16,0
0,0,32,11,16,0
0,1,32,14,16,0
0,0,32,9,16,0
0,1,0,14,16,0
0,0,32,11,16,0
0,1,0,14,16,0
0,0,32,4,16,0
0,1,32,23,16,0
0,0,0,4,16,0
0,1,32,21,16,0
0,0,32,14,16,0
0,1,32,20,16,0
0,0,0,14,16,0
0,1,32,21,16,0
0,0,0,14,16,0
0,1,32,20,16,0
0,0,0,14,16,0
0,1,32,18,16,0
0,0,32,9,16,0
0,1,32,13,16,0
0,0,32,4,16,0
0,1,32,9,16,0
0,0,40,9,16,0
0,1,32,25,16,0
0,0,32,18,16,0
0,1,32,30,16,0
0,0,40,4,16,0
0,1,32,32,16,0
0,0,32,21,16,0
0,1,32,33,16,0
0,0,40,4,16,0
0,1,32,32,16,0
0,0,32,18,16,0
0,1,32,30,16,0
0,0,32,14,16,0
0,1,32,26,16,0
0,0,32,6,16,0
0,1,32,9,16,0
0,0,32,11,16,0
0,1,0,9,16,0
0,0,33,4,16,0
0,1,32,26,16,0
0,0,32,18,16,0
0,1,32,30,16,0
0,0,36,14,16,0
0,1,32,32,16,0
0,0,32,21,16,0
0,1,32,33,16,0
0,0,32,20,16,0
0,1,32,32,16,0
0,0,32,18,16,0
0,1,32,30,16,0
0,0,40,9,16,0
0,1,32,25,16,0
0,0,32,4,16,0
0,1,32,8,16,0
0,0,32,6,16,0
0,1,0,8,16,0
0,0,40,9,16,0
0,1,32,25,16,0
0,0,32,18,16,0
0,1,32,30,16,0
0,0,40,4,16,0
0,1,32,32,16,0
0,0,32,21,16,0
0,1,32,33,16,0
0,0,40,4,16,0
0,1,32,32,16,0
0,0,32,18,16,0
0,1,32,30,16,0
0,0,32,14,16,0
0,1,32,26,16,0
0,0,32,6,16,0
0,1,32,9,16,0
0,0,32,6,16,0
0,1,32,11,16,0
0,0,32,4,16,0
0,1,32,35,16,0
0,0,32,21,16,0
0,1,32,33,16,0
0,0,36,14,16,0
0,1,32,32,16,0
0,0,32,21,16,0
0,1,32,33,16,0
0,0,36,14,16,0
0,1,32,32,16,0
0,0,32,18,16,0
0,1,32,30,16,0
0,0,40,9,16,0
0,1,32,25,16,0
0,0,32,4,16,0
0,1,32,16,16,0
0,0,32,6,16,0
0,1,32,18,16,0
0,0,32,8,16,0
0,1,32,20,16,0
0,0,32,9,16,0
0,1,32,21,16,0
0,0,32,18,16,0
0,1,32,26,16,0
0,0,0,18,16,0
0,1,32,25,16,0
0,0,32,6,16,0
0,1,32,23,16,0
0,0,0,6,16,0
0,1,32,25,16,0
0,0,32,9,16,0
0,1,32,23,16,0
0,0,0,9,16,0
0,1,32,21,16,0
0,0,32,9,16,0
0,1,34,14,16,0
0,0,32,9,16,0
0,1,0,14,16,0
0,0,32,11,16,0
0,1,32,20,16,0
0,0,32,9,16,0
0,1,32,25,16,0
0,0,0,9,16,0
0,1,32,23,16,0
0,0,40,4,16,0
0,1,32,21,16,0
0,0,0,4,16,0
0,1,32,23,16,0
0,0,40,4,16,0
0,1,32,21,16,0
0,0,0,4,16,0
0,1,32,20,16,0
0,0,32,2,16,0
0,1,32,18,16,0
0,0,32,9,16,0
0,1,32,13,16,0
0,0,32,11,16,0
0,1,0,13,16,0
0,0,32,18,16,0
0,1,32,26,16,0
0,0,0,18,16,0
0,1,32,25,16,0
0,0,32,9,16,0
0,1,32,23,16,0
0,0,0,9,16,0
0,1,32,25,16,0
0,0,32,9,16,0
0,1,32,23,16,0
0,0,0,9,16,0
0,1,32,21,16,0
0,0,32,4,16,0
0,1,32,18,16,0
0,0,32,9,16,0
0,1,32,14,16,0
0,0,32,11,16,0
0,1,32,20,16,0
0,0,32,9,16,0
0,1,32,25,16,0
0,0,32,4,16,0
0,1,32,16,16,0
0,0,32,5,16,0
0,1,32,17,16,0
0,0,32,9,16,0
0,1,33,13,16,0
0,0,32,9,16,0
0,1,32,21,16,0
0,0,32,13,16,0
0,1,32,25,16,0
0,0,48,9,16,0
0,1,34,26,16,0
0,0,32,25,16,0
0,1,32,28,16,0
0,0,32,6,16,0
0,1,36,23,16,0
0,0,32,25,16,0
0,1,32,28,16,0
0,0,32,9,16,0
0,1,36,23,16,0
0,0,32,21,16,0
0,1,32,25,16,0
0,0,32,4,16,0
0,1,36,20,16,0
0,0,32,4,16,0
0,1,0,20,16,0
0,0,32,6,16,0
0,1,0,20,16,0
0,0,32,8,16,0
0,1,0,20,16,0
0,0,32,9,16,0
0,1,0,20,16,0
0,0,32,11,16,0
0,1,0,20,16,0
